,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,relatives,not_alone,Deck,Title,Age_Class,Fare_Per_Person
593,0,3,1,3,0,2,0,2,2,0,8,2,9,0
594,0,2,0,5,1,0,2,0,1,0,8,1,10,1
595,0,3,0,5,1,1,2,0,2,0,8,1,15,0
596,1,2,1,2,0,0,3,0,0,1,8,2,4,3
597,0,3,0,6,0,0,0,0,0,1,8,1,18,0
598,0,3,0,2,0,0,0,1,0,1,8,1,6,0
599,1,1,0,6,1,0,3,1,1,0,1,5,6,1
600,1,2,1,3,2,1,2,0,3,0,8,3,6,0
601,0,3,0,1,0,0,0,0,0,1,8,1,3,0
602,0,1,0,6,0,0,3,0,0,1,8,1,6,3
603,0,3,0,6,0,0,1,0,0,1,8,1,18,1
604,1,1,0,5,0,0,2,1,0,1,8,1,5,2
605,0,3,0,5,1,0,2,0,1,0,8,1,15,1
606,0,3,0,4,0,0,0,0,0,1,8,1,12,0
607,1,1,0,3,0,0,2,0,0,1,8,1,3,2
608,1,2,1,2,1,2,3,1,3,0,8,3,4,0
609,1,1,1,5,0,0,4,0,0,1,3,2,5,4
610,0,3,1,5,1,5,2,0,6,0,8,3,15,0
611,0,3,0,6,0,0,0,0,0,1,8,1,18,0
612,1,3,1,6,1,0,2,2,1,0,8,2,18,1
613,0,3,0,4,0,0,0,2,0,1,8,1,12,0
614,0,3,0,5,0,0,1,0,0,1,8,1,15,1
615,1,2,1,3,1,2,3,0,3,0,8,2,6,0
616,0,3,0,5,1,1,1,0,2,0,8,1,15,0
617,0,3,1,3,1,0,2,0,1,0,8,3,9,1
618,1,2,1,0,2,1,3,0,3,0,6,2,0,0
619,0,2,0,3,0,0,1,0,0,1,8,1,6,1
620,0,3,0,3,1,0,1,1,1,0,8,1,9,0
621,1,1,0,6,1,0,3,0,1,0,4,1,6,1
622,1,3,0,2,1,1,2,1,2,0,8,1,6,0
623,0,3,0,2,0,0,0,0,0,1,8,1,6,0
624,0,3,0,2,0,0,2,0,0,1,8,1,6,2
625,0,1,0,6,0,0,3,0,0,1,4,1,6,3
626,0,2,0,6,0,0,1,2,0,1,8,5,12,1
627,1,1,1,2,0,0,3,0,0,1,4,2,2,3
628,0,3,0,3,0,0,0,0,0,1,8,1,9,0
629,0,3,0,6,0,0,0,2,0,1,8,1,18,0
630,1,1,0,6,0,0,2,0,0,1,1,1,6,2
631,0,3,0,6,0,0,0,0,0,1,8,1,18,0
632,1,1,0,4,0,0,2,1,0,1,2,5,4,2
633,0,1,0,3,0,0,0,0,0,1,8,1,3,0
634,0,3,1,0,3,2,2,0,5,0,8,2,0,0
635,1,2,1,4,0,0,1,0,0,1,8,2,8,1
636,0,3,0,4,0,0,0,0,0,1,8,1,12,0
637,0,2,0,4,1,1,2,0,2,0,8,1,8,0
638,0,3,1,6,0,5,3,0,5,0,8,3,18,0
639,0,3,0,4,1,0,2,0,1,0,8,1,12,1
640,0,3,0,2,0,0,0,0,0,1,8,1,6,0
641,1,1,1,3,0,0,3,1,0,1,2,2,3,3
642,0,3,1,0,3,2,2,0,5,0,8,2,0,0
643,1,3,0,5,0,0,3,0,0,1,8,1,15,3
644,1,3,1,0,2,1,2,1,3,0,8,2,0,0
645,1,1,0,6,1,0,3,1,1,0,4,1,6,1
646,0,3,0,2,0,0,0,0,0,1,8,1,6,0
647,1,1,0,6,0,0,3,1,0,1,1,5,6,3
648,0,3,0,1,0,0,0,0,0,1,8,1,3,0
649,1,3,1,3,0,0,0,0,0,1,8,2,9,0
650,0,3,0,2,0,0,0,0,0,1,8,1,6,0
651,1,2,1,1,0,1,2,0,1,0,8,2,2,1
652,0,3,0,2,0,0,1,0,0,1,8,1,6,1
653,1,3,1,4,0,0,0,2,0,1,8,2,12,0
654,0,3,1,1,0,0,0,2,0,1,8,2,3,0
655,0,2,0,3,2,0,3,0,2,0,8,1,6,1
656,0,3,0,5,0,0,0,0,0,1,8,1,15,0
657,0,3,1,4,1,1,2,2,2,0,8,3,12,0
658,0,2,0,3,0,0,1,0,0,1,8,1,6,1
659,0,1,0,6,0,2,4,1,2,0,4,1,6,1
660,1,1,0,6,2,0,4,0,2,0,8,5,6,1
661,0,3,0,5,0,0,0,1,0,1,8,1,15,0
662,0,1,0,6,0,0,2,0,0,1,5,1,6,2
663,0,3,0,5,0,0,0,0,0,1,8,1,15,0
664,1,3,0,2,1,0,0,0,1,0,8,1,6,0
665,0,2,0,4,2,0,3,0,2,0,8,1,8,1
666,0,2,0,3,0,0,1,0,0,1,8,1,6,1
667,0,3,0,1,0,0,0,0,0,1,8,1,3,0
668,0,3,0,6,0,0,1,0,0,1,8,1,18,1
669,1,1,1,3,1,0,3,0,1,0,3,3,3,1
670,1,2,1,5,1,1,3,0,2,0,8,3,10,1
671,0,1,0,4,1,0,3,0,1,0,2,1,4,1
672,0,2,0,6,0,0,1,0,0,1,8,1,12,1
673,1,2,0,4,0,0,1,0,0,1,8,1,8,1
674,0,2,0,4,0,0,0,0,0,1,8,1,8,0
675,0,3,0,1,0,0,0,0,0,1,8,1,3,0
676,0,3,0,3,0,0,1,0,0,1,8,1,9,1
677,1,3,1,1,0,0,1,0,0,1,8,2,3,1
678,0,3,1,6,1,6,3,0,7,0,8,3,18,0
679,1,1,0,5,0,1,5,1,1,0,2,1,5,2
680,0,3,1,3,0,0,1,2,0,1,8,2,9,1
681,1,1,0,3,0,0,3,1,0,1,4,1,3,3
682,0,3,0,2,0,0,1,0,0,1,8,1,6,1
683,0,3,0,1,5,2,3,0,7,0,8,1,3,0
684,0,2,0,6,1,1,3,0,2,0,8,1,12,1
685,0,2,0,3,1,2,3,1,3,0,8,1,6,0
686,0,3,0,1,4,1,3,0,5,0,8,1,3,0
687,0,3,0,2,0,0,1,0,0,1,8,1,6,1
688,0,3,0,1,0,0,0,0,0,1,8,1,3,0
689,1,1,1,1,0,1,4,0,1,0,2,2,1,2
690,1,1,0,4,1,0,3,0,1,0,2,1,4,1
691,1,3,1,0,0,1,1,1,1,0,8,2,0,0
692,1,3,0,4,0,0,3,0,0,1,8,1,12,3
693,0,3,0,3,0,0,0,1,0,1,8,1,9,0
694,0,1,0,6,0,0,2,0,0,1,8,5,6,2
695,0,2,0,6,0,0,1,0,0,1,8,1,12,1
696,0,3,0,6,0,0,1,0,0,1,8,1,18,1
697,1,3,1,4,0,0,0,2,0,1,8,2,12,0
698,0,1,0,6,1,1,4,1,2,0,3,1,6,1
699,0,3,0,6,0,0,0,0,0,1,6,1,18,0
700,1,1,1,1,1,0,4,1,1,0,3,3,1,2
701,1,1,0,5,0,0,2,0,0,1,5,1,5,2
702,0,3,1,1,0,1,1,1,1,0,8,2,3,0
703,0,3,0,3,0,0,0,2,0,1,8,1,9,0
704,0,3,0,3,1,0,0,0,1,0,8,1,9,0
705,0,2,0,5,0,0,2,0,0,1,8,1,10,2
706,1,2,1,6,0,0,1,0,0,1,8,3,12,1
707,1,1,0,6,0,0,2,0,0,1,5,1,6,2
708,1,1,1,2,0,0,4,0,0,1,8,2,2,4
709,1,3,0,4,1,1,2,1,2,0,8,4,12,0
710,1,1,1,3,0,0,3,1,0,1,3,2,3,3
711,0,1,0,1,0,0,2,0,0,1,3,1,1,2
712,1,1,0,6,1,0,3,0,1,0,3,1,6,1
713,0,3,0,4,0,0,1,0,0,1,8,1,12,1
714,0,2,0,6,0,0,1,0,0,1,8,1,12,1
715,0,3,0,2,0,0,0,0,0,1,6,1,6,0
716,1,1,1,5,0,0,4,1,0,1,3,2,5,4
717,1,2,1,3,0,0,1,0,0,1,5,2,6,1
718,0,3,0,5,0,0,2,2,0,1,8,1,15,2
719,0,3,0,4,0,0,0,0,0,1,8,1,12,0
720,1,2,1,0,0,1,3,0,1,0,8,2,0,1
721,0,3,0,1,1,0,0,0,1,0,8,1,3,0
722,0,2,0,5,0,0,1,0,0,1,8,1,10,1
723,0,2,0,6,0,0,1,0,0,1,8,1,12,1
724,1,1,0,3,1,0,3,0,1,0,5,1,3,1
725,0,3,0,2,0,0,1,0,0,1,8,1,6,1
726,1,2,1,4,3,0,2,0,3,0,8,3,8,0
727,1,3,1,5,0,0,0,2,0,1,8,2,15,0
728,0,2,0,3,1,0,2,0,1,0,8,1,6,1
729,0,3,1,3,1,0,0,0,1,0,8,2,9,0
730,1,1,1,4,0,0,4,0,0,1,2,2,4,4
731,0,3,0,0,0,0,2,1,0,1,8,1,0,2
732,0,2,0,4,0,0,0,0,0,1,8,1,8,0
733,0,2,0,3,0,0,1,0,0,1,8,1,6,1
734,0,2,0,3,0,0,1,0,0,1,8,1,6,1
735,0,3,0,4,0,0,2,0,0,1,8,1,12,2
736,0,3,1,6,1,3,3,0,4,0,8,3,18,0
737,1,1,0,5,0,0,5,1,0,1,2,1,5,5
738,0,3,0,2,0,0,0,0,0,1,8,1,6,0
739,0,3,0,5,0,0,0,0,0,1,8,1,15,0
740,1,1,0,4,0,0,2,0,0,1,4,1,4,2
741,0,1,0,5,1,0,3,0,1,0,3,1,5,1
742,1,1,1,2,2,2,5,1,4,0,2,2,2,1
743,0,3,0,3,1,0,2,0,1,0,8,1,9,1
744,1,3,0,4,0,0,0,0,0,1,8,1,12,0
745,0,1,0,6,1,1,3,0,2,0,2,5,6,1
746,0,3,0,1,1,1,2,0,2,0,8,1,3,0
747,1,2,1,4,0,0,1,0,0,1,8,2,8,1
748,0,1,0,2,1,0,3,0,1,0,4,1,2,1
749,0,3,0,4,0,0,0,2,0,1,8,1,12,0
750,1,2,1,0,1,1,2,0,2,0,8,2,0,0
751,1,3,0,0,0,1,1,0,1,0,5,4,0,0
752,0,3,0,4,0,0,1,0,0,1,8,1,12,1
753,0,3,0,3,0,0,0,0,0,1,8,1,9,0
754,1,2,1,6,1,2,3,0,3,0,8,3,12,0
755,1,2,0,0,1,1,1,0,2,0,8,4,0,0
756,0,3,0,4,0,0,0,0,0,1,8,1,12,0
757,0,2,0,1,0,0,1,0,0,1,8,1,2,1
758,0,3,0,5,0,0,1,0,0,1,8,1,15,1
759,1,1,1,4,0,0,3,0,0,1,2,5,4,3
760,0,3,0,3,0,0,1,0,0,1,8,1,9,1
761,0,3,0,6,0,0,0,0,0,1,8,1,18,0
762,1,3,0,2,0,0,0,1,0,1,8,1,6,0
763,1,1,1,5,1,2,4,0,3,0,2,3,5,1
764,0,3,0,1,0,0,0,0,0,1,8,1,3,0
765,1,1,1,6,1,0,3,0,1,0,4,3,6,1
766,0,1,0,4,0,0,3,1,0,1,8,5,4,3
767,0,3,1,4,0,0,0,2,0,1,8,2,12,0
768,0,3,0,3,1,0,2,2,1,0,8,1,9,1
769,0,3,0,4,0,0,1,0,0,1,8,1,12,1
770,0,3,0,3,0,0,1,0,0,1,8,1,9,1
771,0,3,0,6,0,0,0,0,0,1,8,1,18,0
772,0,2,1,6,0,0,1,0,0,1,5,3,12,1
773,0,3,0,2,0,0,0,1,0,1,8,1,6,0
774,1,2,1,6,1,3,2,0,4,0,8,3,12,0
775,0,3,0,1,0,0,0,0,0,1,8,1,3,0
776,0,3,0,4,0,0,0,2,0,1,6,1,12,0
777,1,3,1,0,0,0,1,0,0,1,8,2,0,1
778,0,3,0,4,0,0,0,2,0,1,8,1,12,0
779,1,1,1,6,0,1,4,0,1,0,2,3,6,2
780,1,3,1,1,0,0,0,1,0,1,8,2,3,0
781,1,1,1,1,1,0,3,0,1,0,2,3,1,1
782,0,1,0,4,0,0,2,0,0,1,4,1,4,2
783,0,3,0,3,1,2,2,0,3,0,8,1,9,0
784,0,3,0,3,0,0,0,0,0,1,8,1,9,0
785,0,3,0,3,0,0,0,0,0,1,8,1,9,0
786,1,3,1,1,0,0,0,0,0,1,8,2,3,0
787,0,3,0,0,4,1,2,2,5,0,8,4,0,0
788,1,3,0,0,1,2,2,0,3,0,8,4,0,0
789,0,1,0,6,0,0,3,1,0,1,2,1,6,3
790,0,3,0,5,0,0,0,2,0,1,8,1,15,0
791,0,2,0,1,0,0,2,0,0,1,8,1,2,2
792,0,3,1,6,8,2,3,0,10,0,8,2,18,0
793,0,1,0,5,0,0,2,1,0,1,8,1,5,2
794,0,3,0,3,0,0,0,0,0,1,8,1,9,0
795,0,2,0,5,0,0,1,0,0,1,8,1,10,1
796,1,1,1,6,0,0,2,0,0,1,4,5,6,2
797,1,3,1,4,0,0,1,0,0,1,8,3,12,1
798,0,3,0,4,0,0,0,1,0,1,8,1,12,0
799,0,3,1,4,1,1,2,0,2,0,8,3,12,0
800,0,2,0,5,0,0,1,0,0,1,8,1,10,1
801,1,2,1,4,1,1,2,0,2,0,8,3,8,0
802,1,1,0,0,1,2,4,0,3,0,2,4,0,1
803,1,3,0,0,0,1,1,1,1,0,8,4,0,0
804,1,3,0,3,0,0,0,0,0,1,8,1,9,0
805,0,3,0,4,0,0,0,0,0,1,8,1,12,0
806,0,1,0,5,0,0,0,0,0,1,1,1,5,0
807,0,3,1,1,0,0,0,0,0,1,8,2,3,0
808,0,2,0,5,0,0,1,0,0,1,8,1,10,1
809,1,1,1,4,1,0,3,0,1,0,5,3,4,1
810,0,3,0,3,0,0,0,0,0,1,8,1,9,0
811,0,3,0,5,0,0,2,0,0,1,8,1,15,2
812,0,2,0,5,0,0,1,0,0,1,8,1,10,1
813,0,3,1,0,4,2,2,0,6,0,8,2,0,0
814,0,3,0,4,0,0,1,0,0,1,8,1,12,1
815,0,1,0,2,0,0,0,0,0,1,2,1,2,0
816,0,3,1,3,0,0,0,0,0,1,8,2,9,0
817,0,2,0,4,1,1,3,1,2,0,8,1,8,1
818,0,3,0,6,0,0,0,0,0,1,8,1,18,0
819,0,3,0,0,3,2,2,0,5,0,8,4,0,0
820,1,1,1,6,1,1,3,0,2,0,2,3,6,1
821,1,3,0,3,0,0,1,0,0,1,8,1,9,1
822,0,1,0,5,0,0,0,0,0,1,8,5,5,0
823,1,3,1,3,0,1,1,0,1,0,5,3,9,0
824,0,3,0,0,4,1,3,0,5,0,8,4,0,0
825,0,3,0,5,0,0,0,2,0,1,8,1,15,0
826,0,3,0,2,0,0,3,0,0,1,8,1,6,3
827,1,2,0,0,0,2,3,1,2,0,8,4,0,1
828,1,3,0,2,0,0,0,2,0,1,8,1,6,0
829,1,1,1,6,0,0,3,0,0,1,2,3,6,3
830,1,3,1,1,1,0,1,1,1,0,8,3,3,0
831,1,2,0,0,1,1,2,0,2,0,8,4,0,0
832,0,3,0,4,0,0,0,1,0,1,8,1,12,0
833,0,3,0,3,0,0,0,0,0,1,8,1,9,0
834,0,3,0,1,0,0,1,0,0,1,8,1,3,1
835,1,1,1,5,1,1,3,1,2,0,5,2,5,1
836,0,3,0,2,0,0,1,0,0,1,8,1,6,1
837,0,3,0,4,0,0,1,0,0,1,8,1,12,1
838,1,3,0,4,0,0,3,0,0,1,8,1,12,3
839,1,1,0,1,0,0,2,1,0,1,3,1,1,2
840,0,3,0,2,0,0,0,0,0,1,8,1,6,0
841,0,2,0,1,0,0,1,0,0,1,8,1,2,1
842,1,1,1,4,0,0,2,1,0,1,8,2,4,2
843,0,3,0,5,0,0,0,1,0,1,8,1,15,0
844,0,3,0,1,0,0,1,0,0,1,8,1,3,1
845,0,3,0,6,0,0,0,0,0,1,8,1,18,0
846,0,3,0,1,8,2,3,0,10,0,8,1,3,0
847,0,3,0,5,0,0,0,1,0,1,8,1,15,0
848,0,2,0,4,0,1,3,0,1,0,8,5,8,1
849,1,1,1,2,1,0,3,1,1,0,3,3,2,1
850,0,3,0,0,4,2,2,0,6,0,8,4,0,0
851,0,3,0,6,0,0,0,0,0,1,8,1,18,0
852,0,3,1,0,1,1,2,1,2,0,8,2,0,0
853,1,1,1,1,0,1,3,0,1,0,4,2,1,1
854,0,2,1,6,1,0,2,0,1,0,8,3,12,1
855,1,3,1,1,0,1,1,0,1,0,8,3,3,0
856,1,1,1,6,1,1,4,0,2,0,8,3,6,1
857,1,1,0,6,0,0,2,0,0,1,5,1,6,2
858,1,3,1,3,0,3,2,1,3,0,8,3,9,0
859,0,3,0,3,0,0,0,1,0,1,8,1,9,0
860,0,3,0,6,2,0,1,0,2,0,8,1,18,0
861,0,2,0,2,1,0,1,0,1,0,8,1,4,0
862,1,1,1,6,0,0,2,0,0,1,4,3,6,2
863,0,3,1,1,8,2,3,0,10,0,8,2,3,0
864,0,2,0,3,0,0,1,0,0,1,8,1,6,1
865,1,2,1,6,0,0,1,0,0,1,8,3,12,1
866,1,2,1,3,1,0,1,1,1,0,8,2,6,0
867,0,1,0,4,0,0,3,0,0,1,1,1,4,3
868,0,3,0,2,0,0,1,0,0,1,8,1,6,1
869,1,3,0,0,1,1,1,0,2,0,8,4,0,0
870,0,3,0,3,0,0,0,0,0,1,8,1,9,0
871,1,1,1,6,1,1,3,0,2,0,4,3,6,1
872,0,1,0,4,0,0,0,0,0,1,2,1,4,0
873,0,3,0,6,0,0,1,0,0,1,8,1,18,1
874,1,2,1,4,1,0,2,1,1,0,8,3,8,1
875,1,3,1,1,0,0,0,1,0,1,8,2,3,0
876,0,3,0,2,0,0,1,0,0,1,8,1,6,1
877,0,3,0,2,0,0,0,0,0,1,8,1,6,0
878,0,3,0,5,0,0,0,0,0,1,8,1,15,0
879,1,1,1,6,0,1,3,1,1,0,3,3,6,1
880,1,2,1,3,0,1,2,0,1,0,8,3,6,1
881,0,3,0,4,0,0,0,0,0,1,8,1,12,0
882,0,3,1,2,0,0,1,0,0,1,8,2,6,1
883,0,2,0,4,0,0,1,0,0,1,8,1,8,1
884,0,3,0,3,0,0,0,0,0,1,8,1,9,0
885,0,3,1,5,0,5,2,2,5,0,8,3,15,0
886,0,2,0,3,0,0,1,0,0,1,8,5,6,1
887,1,1,1,2,0,0,2,0,0,1,2,2,2,2
888,0,3,1,3,1,2,2,0,3,0,8,2,9,0
889,1,1,0,3,0,0,2,1,0,1,3,1,3,2
890,0,3,0,4,0,0,0,2,0,1,8,1,12,0
